EmailAddress,SubscriberKey,FirstName,LastName,Country,OptInDate,OptInSource,Interest,myNTOLevel,myNTOBalance,Gender,Birthday,StoreId,Newsletter,Promotion,Customer,PreferredName
gwatson@gmail.com,117383ac-fb09-4049-a2c7-bd4408ef6efe,Justin,Wilson,Germany,1/8/2025 12:00:00 AM,Referral,Running,Silver,2993,Non-Binary,10/31/2000 12:00:00 AM,121,False,True,True,
mortonheather@yahoo.com,1d8ffdec-3e1c-4e7a-a83f-e2e3efe71fb5,Peter,Turner,Germany,1/13/2023 12:00:00 AM,Mobile App,Soccer,Platinum,4323,Male,11/15/1996 12:00:00 AM,122,False,True,False,
william05@yahoo.com,af69855d-52cc-4b21-b992-47d23e16b6cf,Jillian,Berry,Germany,5/26/2023 12:00:00 AM, ,Baseball,Bronze,7892,Male,7/30/2004 12:00:00 AM,123,False,False,True,
marynewman@yahoo.com,430db29b-12e4-487e-8a3a-3faf3377819d,Brandon,Grant,Brazil,7/25/2023 12:00:00 AM,Website,Cricket,Silver,5077,Female,1/31/1967 12:00:00 AM,124,True,False,True,
pricescott@cantu.net,bfaef307-4c4d-4fbd-9e58-3fa339eee119,Jennifer,Walters,USA,11/18/2021 12:00:00 AM,Website,Soccer,Silver,1118,Female,1/13/2006 12:00:00 AM,125,False,True,True,
alec61@hotmail.com,91fc33ef-24a4-4f6d-9199-1d869e1f087b,Andrea,Goodwin,India,9/24/2024 12:00:00 AM,Referral,Soccer,Bronze,6867,Non-Binary,8/6/1997 12:00:00 AM,126,True,True,False,
smithbrent@casey-griffin.com,64361e74-b645-4e3b-96c3-73188fcaabd5,Amanda,Collins,Australia,10/17/2020 12:00:00 AM,Referral,Golf,Silver,2018,Male,9/20/1951 12:00:00 AM,127,True,False,False,
christopher87@elliott.net,a0a8d32f-b2b4-4e43-b3e1-1646f65a8088,Alexandra,Stephens,USA,4/17/2020 12:00:00 AM,Social Media,Baseball,Silver,9810,Female,6/6/1961 12:00:00 AM,128,True,True,False,
afrancis@jackson.biz,c1972a84-0ba5-467b-b908-2aeec6d7590c,Richard,Blankenship,Brazil,6/15/2022 12:00:00 AM,Social Media,Running,Silver,8584,Female,3/12/1984 12:00:00 AM,129,True,True,True,
holdertiffany@yahoo.com,f9156e19-2a5f-4d96-a29e-83fa18ad4cf2,Amy,Hess,Canada,7/24/2022 12:00:00 AM,Mobile App,Golf,Platinum,5259,Male,6/3/1966 12:00:00 AM,130,True,True,True,
cynthia87@yahoo.com,e07c5e09-d467-40c8-a963-80dd956efae4,Brett,Herman,Australia,11/14/2021 12:00:00 AM,Referral,Gymnastics,Bronze,7454,Male,10/6/1993 12:00:00 AM,131,False,True,False,
cervantesrobert@lowery.com,6449548d-6461-4871-9016-71d67029d88c,Evelyn,Smith,USA,9/5/2021 12:00:00 AM,In-Store,Baseball,Platinum,261,Non-Binary,3/25/1962 12:00:00 AM,132,False,True,False,
angelacochran@hotmail.com,3b236cc4-f480-4d1d-9daa-a607837310ed,Karen,Burns,Canada,11/22/2021 12:00:00 AM,Mobile App,Baseball,Platinum,241,Non-Binary,7/1/1993 12:00:00 AM,133,True,True,True,
smithalexandra@gutierrez.info,3902f74e-95d6-4bb8-b29e-b1c0875ce1e6,Alvin,Lee,South Africa,6/16/2022 12:00:00 AM,Mobile App,Baseball,Silver,1038,Male,9/30/2005 12:00:00 AM,134,True,False,False,
farleyvictoria@avila-david.com,8431c1b3-9dfd-4ac1-932b-e5c08455660d,Pamela,Leblanc,South Africa,11/22/2022 12:00:00 AM,Social Media,Cricket,Platinum,7029,Male,6/23/1948 12:00:00 AM,135,False,True,True,
jamesjordan@smith-chavez.com,55468985-a68b-4ac5-a67a-9d5d6f1ca23e,Ashley,Lang,USA,3/14/2024 12:00:00 AM,Referral,Basketball,Platinum,1058,Male,10/1/1949 12:00:00 AM,136,False,True,True,
thomassean@yahoo.com,f2bbb3c2-8672-4449-a2df-7a5fc10b6a03,Amy,Webb,Germany,8/3/2024 12:00:00 AM,In-Store,Swimming,Gold,6219,Non-Binary,3/22/1970 12:00:00 AM,137,False,True,False,
ronaldmoore@reynolds.com,884b7e20-d2eb-4bd1-a0b8-823cca7fa3d8,Miguel,Mcdaniel,Canada,3/9/2021 12:00:00 AM,Referral,Basketball,Platinum,6223,Non-Binary,1/6/2002 12:00:00 AM,138,True,False,True,
jaime03@lewis-wagner.com,56dda4ac-4888-4e92-b604-e82dac6837f0,Stacy,Lee,India,11/21/2024 12:00:00 AM,Mobile App,Swimming,Bronze,7606,Non-Binary,12/26/1977 12:00:00 AM,139,False,False,True,
shawn48@davenport-carr.com,f8d66249-8c66-4acf-b5d6-248fc06326f8,Jodi,Hill,Australia,11/7/2020 12:00:00 AM,Mobile App,Basketball,Platinum,1087,Non-Binary,6/8/1996 12:00:00 AM,140,True,False,False,
michael79@warren.com,7b40e0fe-cce3-449b-a487-153499e51854,Kelly,Nelson,South Africa,5/21/2022 12:00:00 AM,Social Media,Soccer,Platinum,8902,Non-Binary,9/26/1970 12:00:00 AM,141,True,True,False,
harriskatherine@pierce-smith.info,a499cd20-9608-4273-ba38-55aa2cdebe37,Elizabeth,Gaines,Canada,8/7/2022 12:00:00 AM,Website,Gymnastics,Platinum,3429,Male,12/22/2001 12:00:00 AM,142,False,False,False,
tammy20@robinson-ramos.com,e197e384-077f-45fb-a10a-b89656f789ac,Martin,Freeman,France,11/29/2023 12:00:00 AM,Social Media,Swimming,Platinum,5596,Female,8/30/1953 12:00:00 AM,143,False,True,False,
julian47@hotmail.com,b213f417-048d-42dc-9c1e-2292ea8aaa7c,Carmen,Foster,South Africa,9/3/2021 12:00:00 AM,Website,Tennis,Platinum,1693,Non-Binary,2/27/1965 12:00:00 AM,144,True,False,False,
reginakelly@hotmail.com,8538a98f-87b9-4f5e-bf5c-6aeace4ca105,Robert,Young,Australia,4/30/2022 12:00:00 AM,Website,Gymnastics,Gold,6885,Female,4/6/1945 12:00:00 AM,145,False,True,False,
stran@pierce-hall.info,7ef479eb-918e-4ec8-9bd1-bb50184d070f,Matthew,Moore,USA,9/13/2023 12:00:00 AM,In-Store,Cricket,Silver,4854,Non-Binary,8/1/1965 12:00:00 AM,146,True,True,True,
duartejoshua@stone.com,38620d3c-19c3-4469-9b79-fc74809eacf1,Lee,Fletcher,UK,6/30/2023 12:00:00 AM,Social Media,Baseball,Gold,7210,Non-Binary,7/14/1999 12:00:00 AM,147,True,True,False,
bryan65@yahoo.com,ad882747-fb30-4611-8bb5-788fb9b6c8e9,Paula,Jones,South Africa,11/5/2023 12:00:00 AM,Referral,Golf,Silver,8690,Female,11/29/1948 12:00:00 AM,148,True,True,True,
ohodge@yahoo.com,bc03b0fc-225f-4188-b93f-f1811d3de2b5,Donald,Hunt,France,2/23/2022 12:00:00 AM,Social Media,Gymnastics,Gold,6079,Male,3/1/1961 12:00:00 AM,149,False,False,True,
wayne80@yahoo.com,8c0dda98-6abc-4a09-b801-47ee6b576904,Shannon,Williams,South Africa,5/28/2021 12:00:00 AM,Website,Running,Silver,6763,Non-Binary,6/21/1998 12:00:00 AM,150,True,True,False,
uallen@yahoo.com,2c28577b-2b2a-472f-8f58-656f2960c69c,Kelsey,Harris,Germany,10/16/2023 12:00:00 AM,Referral,Running,Platinum,3142,Non-Binary,11/10/2002 12:00:00 AM,151,False,False,True,
drice@reid.info,00e54c93-d768-4ec2-ae7e-7816d63253c0,Sarah,Alvarez,France,5/16/2023 12:00:00 AM,Social Media,Tennis,Gold,3510,Female,7/15/1947 12:00:00 AM,152,False,False,False,
littlekristin@howell-johnson.net,a532e165-d242-419e-97e7-3b0ec5ca1a5f,Yolanda,Oconnell,Japan,7/27/2024 12:00:00 AM,Social Media,Swimming,Silver,5630,Female,12/13/1974 12:00:00 AM,153,False,True,False,
mgolden@cook.net,fd24fc0a-99d3-4f24-8988-c736b05f72de,Steven,Smith,France,2/10/2022 12:00:00 AM,In-Store,Cricket,Gold,9750,Female,5/20/2001 12:00:00 AM,154,False,True,False,
patelstacey@dawson-williams.com,536c8f2d-4049-4314-b9af-a2f1a319f416,Regina,Wood,Canada,4/29/2024 12:00:00 AM,In-Store,Running,Platinum,8316,Female,7/20/1945 12:00:00 AM,155,False,False,False,
emilyjohnson@watson.net,837c04f3-43f2-47a4-9392-6d58c4f54ceb,Luis,Roy,South Africa,6/14/2023 12:00:00 AM,Referral,Baseball,Bronze,7195,Male,8/20/1961 12:00:00 AM,156,False,False,True,
msmith@vazquez.com,10ec2571-5e98-47f1-a45a-cfd66a200cbb,Dawn,King,Germany,9/17/2020 12:00:00 AM,In-Store,Golf,Bronze,6437,Non-Binary,9/18/1989 12:00:00 AM,157,True,True,True,
jeremy97@hernandez-hughes.com,d72880eb-b452-4b79-803d-077599751e2a,Matthew,Warner,South Africa,7/24/2023 12:00:00 AM,Social Media,Golf,Silver,7092,Non-Binary,6/28/1951 12:00:00 AM,158,True,True,False,
vancewilliam@hotmail.com,cbdc02c1-0e62-4c56-b36d-d9ad53a7f97f,Karen,Ray,France,3/10/2022 12:00:00 AM,In-Store,Baseball,Gold,6294,Female,5/4/2005 12:00:00 AM,159,True,False,False,
timothy71@yahoo.com,9c6cde21-2a82-4ebe-ac11-2f4a3e5dd8a2,Aaron,Hansen,Germany,1/19/2025 12:00:00 AM,Social Media,Cycling,Silver,8107,Non-Binary,3/17/1994 12:00:00 AM,160,False,True,False,
xriley@baker.biz,50c8ddbe-d44a-458b-a04f-c5cc08f803e8,Angela,Harper,South Africa,11/18/2023 12:00:00 AM,Referral,Basketball,Platinum,7677,Male,12/12/1979 12:00:00 AM,161,True,True,False,
gregorycox@hernandez-allison.com,9a03d731-c901-479e-897e-bfee64f59d20,Deborah,Murillo,India,4/21/2023 12:00:00 AM,Referral,Soccer,Silver,9838,Male,6/11/1965 12:00:00 AM,162,False,True,False,
callen@evans.info,8f467fd5-1095-4535-8649-c22ce67e024f,Katie,Turner,Germany,4/20/2022 12:00:00 AM,Social Media,Cycling,Platinum,6214,Non-Binary,6/24/1973 12:00:00 AM,163,True,True,True,
griffinvalerie@ellis.com,9b60d218-506b-4dc9-ac19-475110537f70,Cheryl,Kaufman,India,9/4/2023 12:00:00 AM,In-Store,Cycling,Platinum,9958,Male,8/31/2004 12:00:00 AM,164,False,True,False,
harrispatrick@kelly.info,e34a0566-7dfa-4619-a817-69dd681bb629,Mark,Shaw,Japan,6/4/2024 12:00:00 AM,Website,Baseball,Platinum,2176,Female,9/10/1957 12:00:00 AM,165,True,True,False,
andrea84@hotmail.com,2122aaaa-0f0d-4375-9022-d487e51ddc1e,Sarah,Prince,Germany,8/2/2022 12:00:00 AM,Mobile App,Baseball,Gold,2570,Female,4/27/1982 12:00:00 AM,166,True,False,False,
ivaughan@yahoo.com,01d89fa5-9a7f-42d8-a6c5-653e3856d82b,Glen,Gutierrez,Japan,3/3/2022 12:00:00 AM,Referral,Gymnastics,Gold,4883,Male,11/4/1950 12:00:00 AM,167,True,True,False,
joshuasexton@pugh.com,bf503921-6caf-4105-b3c0-0b92ea16cf76,Timothy,Manning,Brazil,12/6/2023 12:00:00 AM,Referral,Cricket,Bronze,1237,Male,12/28/1986 12:00:00 AM,168,True,True,False,
snolan@roth.info,0c5511b4-80af-44d5-9f2c-658178ce2630,Jennifer,Thompson,South Africa,6/28/2024 12:00:00 AM,Website,Baseball,Bronze,2541,Female,12/26/1946 12:00:00 AM,169,True,True,True,
nathaniel90@gmail.com,fbc4229f-2729-48d0-bf48-bfcf10ee226d,Michael,Boyle,South Africa,7/31/2024 12:00:00 AM,In-Store,Cricket,Platinum,5144,Female,3/8/1949 12:00:00 AM,170,False,False,True,
gregoryrobert@henry.net,a3b7f2e5-5060-4050-ba78-b3e49d538725,Cole,Wilson,India,1/13/2021 12:00:00 AM,Referral,Running,Platinum,1630,Male,4/3/1966 12:00:00 AM,171,True,False,True,
hmiller@rocha.net,b699f4a4-c426-4a5c-8b94-086c42ba48f6,Jason,Scott,Germany,12/24/2023 12:00:00 AM,Website,Soccer,Platinum,235,Female,6/28/1947 12:00:00 AM,172,False,False,True,
mevans@vargas.com,428c35c4-f3bc-4500-b28b-6343979f9de0,Edward,Solomon,Japan,8/14/2021 12:00:00 AM,Mobile App,Running,Silver,309,Female,6/24/1998 12:00:00 AM,173,True,True,False,
qclements@brown-romero.com,00682f8f-dcac-40aa-bd12-761c223897aa,Craig,Ellis,Australia,4/27/2022 12:00:00 AM,Website,Soccer,Silver,1236,Male,10/10/1945 12:00:00 AM,174,False,False,True,
hwhite@gmail.com,a60150eb-5c93-4906-890b-96777ffa58c2,Barry,Ellis,South Africa,7/30/2022 12:00:00 AM,Mobile App,Gymnastics,Silver,4001,Female,3/3/1995 12:00:00 AM,175,False,True,False,
igarcia@krueger-torres.net,2d0f0103-c93c-4d24-9af5-385713fc639d,Paul,Rodriguez,France,12/7/2020 12:00:00 AM,Website,Basketball,Bronze,9069,Non-Binary,4/14/1976 12:00:00 AM,176,False,False,False,
andersonfrederick@thompson-johnson.com,c1f776cb-e9cc-4877-94c0-f7c818df5abf,Charles,Little,Japan,3/22/2022 12:00:00 AM,Mobile App,Cricket,Gold,8588,Non-Binary,12/31/1953 12:00:00 AM,177,False,True,False,
kimberlyjones@herrera-fuller.org,4c915228-b639-4de5-ac76-f72d41f377f1,Jonathan,Rowe,France,1/13/2021 12:00:00 AM,Website,Golf,Platinum,231,Female,9/12/1994 12:00:00 AM,178,False,True,True,
john16@miller-craig.com,32b50405-dad6-45f9-a361-420f0fcac489,Larry,Daniels,Brazil,11/9/2024 12:00:00 AM,Social Media,Baseball,Platinum,8026,Male,4/12/1995 12:00:00 AM,179,True,True,True,
perrysarah@yahoo.com,8c2b81ee-5db9-4818-9b08-37b8469ea0c7,Denise,Baker,UK,9/20/2021 12:00:00 AM,Website,Gymnastics,Silver,3853,Non-Binary,11/27/1956 12:00:00 AM,180,True,True,True,
singhdanny@hotmail.com,ac191178-07d7-4bc6-a9a2-f7b25f803402,Patrick,Brown,Japan,10/8/2022 12:00:00 AM,In-Store,Gymnastics,Gold,1271,Male,3/3/2000 12:00:00 AM,181,True,False,True,
jesse87@robinson.biz,500a27a4-f226-4a48-87f0-2858953c6fcb,Melissa,Thomas,India,6/15/2024 12:00:00 AM,Mobile App,Gymnastics,Platinum,8442,Female,8/6/1967 12:00:00 AM,182,False,True,False,
tallen@gmail.com,f5ebbaaa-6868-4918-b418-4b63b1c5bc28,Brenda,Ford,Japan,10/14/2023 12:00:00 AM,Mobile App,Cycling,Silver,5883,Male,8/9/1972 12:00:00 AM,183,True,False,True,
michelle40@yahoo.com,6d8b6856-f9a1-448b-ac43-5eb5a70d2c0f,Tamara,Griffin,Germany,8/18/2023 12:00:00 AM,Social Media,Cycling,Platinum,8204,Male,8/4/1956 12:00:00 AM,184,False,False,True,
angelaclark@yahoo.com,7990f7ba-4a28-43f3-a4a7-235e5af2d903,Haley,Dunn,India,8/15/2021 12:00:00 AM,Mobile App,Tennis,Silver,6804,Non-Binary,10/20/1993 12:00:00 AM,185,False,True,True,
wallacearthur@lewis.com,8d8a3a79-d920-47c8-8429-dc65d6ca83c2,Andrew,Taylor,USA,7/31/2024 12:00:00 AM,Referral,Gymnastics,Silver,676,Male,6/9/1948 12:00:00 AM,186,True,True,True,
vmartin@powers-ellis.net,3062b554-5c8c-40cf-9e34-7346af3e0c68,Jeremy,Dunn,UK,10/15/2021 12:00:00 AM,Mobile App,Cricket,Silver,6714,Non-Binary,7/19/1973 12:00:00 AM,187,True,False,True,
shelleybullock@yahoo.com,507449ae-7665-4517-a701-b1276d30668f,Wendy,Jackson,Japan,5/1/2021 12:00:00 AM,Mobile App,Cycling,Platinum,1863,Female,2/28/1980 12:00:00 AM,188,True,False,True,
brian38@gmail.com,54e66c8b-2a83-49b6-8ac5-690ee397b688,Zachary,Vargas,Australia,9/23/2020 12:00:00 AM,Mobile App,Baseball,Platinum,8205,Non-Binary,1/16/1950 12:00:00 AM,189,False,True,False,
brett24@hotmail.com,2cea921f-3c05-46ad-903f-6aaaf3e54290,Kathryn,Bowman,USA,3/18/2025 12:00:00 AM,Website, ,Gold,373,Male,2/25/1963 12:00:00 AM,190,True,True,True,
ptran@yahoo.com,98faf86f-4071-42a8-9f32-f38bf259e6db,Alicia,Washington,Brazil,5/31/2023 12:00:00 AM,Referral,Running,Bronze,5456,Female,1/18/1971 12:00:00 AM,191,True,False,True,
sherri06@jones-may.com,149d084f-f5e3-4971-92c3-9fda930d4bd7,Patrick,Pace,Brazil,2/28/2022 12:00:00 AM,In-Store,Baseball,Bronze,7476,Male,6/9/1977 12:00:00 AM,192,False,True,False,
wlucero@yahoo.com,f0e29969-069b-4a1d-9fca-9b0c6d131c1e,Thomas,Koch,Japan,3/29/2024 12:00:00 AM,In-Store,Cycling,Silver,791,Male,12/7/1969 12:00:00 AM,193,True,True,True,
evangarza@yahoo.com,93d14382-718c-43e5-b888-c388ffebffe9,Madison,Dorsey,Canada,2/3/2023 12:00:00 AM,Referral,Running,Gold,4262,Female,7/14/1944 12:00:00 AM,194,False,True,False,
sdodson@hotmail.com,17ce76f1-dd83-485e-99ea-a20d7b0c3848,William,Kennedy,India,6/7/2020 12:00:00 AM,Website,Soccer,Bronze,6803,Non-Binary,3/13/1977 12:00:00 AM,195,True,True,True,
cortezkatrina@moses.com,d261a385-a5c8-4cfc-968a-2f0f9b1b6e61,Victoria,Garcia,South Africa,11/6/2024 12:00:00 AM,Mobile App,Basketball,Silver,722,Female,10/23/1953 12:00:00 AM,196,True,True,True,
christina61@hotmail.com,c69a4963-1922-45fb-bf4a-b846adc3cf7a,Cynthia,Pittman,India,12/14/2022 12:00:00 AM,Referral,Golf,Bronze,6465,Male,9/17/1967 12:00:00 AM,197,True,True,True,
twade@odonnell-page.com,fab4820f-ed55-41e3-b2e4-73e6c562d711,Cynthia,Howard,South Africa,11/23/2020 12:00:00 AM,Social Media,Gymnastics,Platinum,9630,Female,2/8/1993 12:00:00 AM,198,False,False,False,
brian16@thompson.org,8e48f44a-3c4d-4e06-9ee1-bd8eafe8c554,Leah,Gonzales,UK,8/29/2024 12:00:00 AM,Website,Tennis,Platinum,5856,Male,1/26/1986 12:00:00 AM,199,False,True,False,
grayallison@gmail.com,dbb8f2c0-85e5-4bc3-ad49-e0cd865a3c89,Justin,Malone,France,2/13/2023 12:00:00 AM,Website,Cycling,Bronze,9400,Non-Binary,6/11/1973 12:00:00 AM,200,True,True,True,
ernest15@hotmail.com,5633311e-0f2a-4c10-93e9-544c15acc871,Nicholas,Anderson,Australia,8/11/2022 12:00:00 AM,In-Store,Swimming,Silver,3708,Female,10/21/2005 12:00:00 AM,201,False,True,True,
daughertyjorge@gmail.com,a0d6e1db-b273-48db-b971-4c022fe0d46b,Emily,Valdez,Germany,5/22/2024 12:00:00 AM,Website,Tennis,Platinum,8343,Male,2/26/1968 12:00:00 AM,202,False,False,False,
jennifersmall@gmail.com,a87485f6-dfc4-44ea-8702-d4d341cc6f15,Katie,Marshall,Germany,10/14/2023 12:00:00 AM,In-Store,Running,Platinum,3250,Female,5/24/1949 12:00:00 AM,203,True,False,False,
angela73@gmail.com,ae055d13-86a2-429c-8c82-c624af90070e,Derek,Whitney,Germany,6/7/2021 12:00:00 AM,Social Media,Gymnastics,Bronze,1942,Male,11/23/1956 12:00:00 AM,204,True,False,False,
bdorsey@pham-williams.com,5ed58ce7-0d01-4269-bcad-525932758224,Crystal,Robinson,France,12/16/2022 12:00:00 AM,Social Media,Tennis,Gold,777,Non-Binary,4/9/2006 12:00:00 AM,205,True,True,True,
tjones@campbell.com,86592518-cafd-4535-85e8-a843b6503780,Jade,Brown,UK,8/14/2021 12:00:00 AM,Social Media,Basketball,Bronze,4307,Female,11/28/1977 12:00:00 AM,206,True,False,True,
ryanjohn@rodriguez.com,0667b310-b2ac-49d6-b581-848fcfa9d552,Lori,Crosby,Germany,9/21/2022 12:00:00 AM,Mobile App,Golf,Silver,1023,Non-Binary,9/18/1994 12:00:00 AM,207,True,True,False,
michael27@brown.net,94fe7dae-089b-44c1-b3c2-adfb3ddd074a,Johnny,Sanchez,South Africa,12/26/2020 12:00:00 AM,Website,Soccer,Silver,2678,Male,11/17/1994 12:00:00 AM,208,True,False,True,
ybrown@gmail.com,d59cb79d-709d-46a9-b805-e8dfe1635682,Tammy,Snyder,India,2/15/2024 12:00:00 AM,Referral,Tennis,Gold,7498,Male,4/26/1971 12:00:00 AM,209,False,True,True,
benjamin28@doyle.com,6e52989e-6b5b-45fe-b61a-64bf715dc3f5,Cindy,Hall,USA,2/4/2025 12:00:00 AM,Website,Cycling,Silver,4146,Male,8/2/1976 12:00:00 AM,210,True,True,True,
stewartdouglas@jones-patrick.com,769b580f-1c00-43b4-8555-0e5e4fee8cf9,Crystal,Barajas,Canada,2/14/2021 12:00:00 AM,Mobile App,Running,Platinum,8586,Male,5/12/1953 12:00:00 AM,211,True,True,False,
edorsey@gmail.com,b34b567c-3786-4809-9862-5361f6b9ff5d,Jason,Ortiz,Japan,3/27/2021 12:00:00 AM,Social Media,Cycling,Bronze,6966,Non-Binary,9/24/1955 12:00:00 AM,212,True,True,False,
bgonzalez@adams.net,4f87c282-26a0-4404-99b4-0c19eb70d4e1,Roger,Olson,USA,11/26/2023 12:00:00 AM,In-Store,Gymnastics,Silver,9226,Non-Binary,3/5/1960 12:00:00 AM,213,False,False,True,
aprilanderson@powers.info,146f4b3c-91db-47d6-95c5-0539b1efcf8d,Andrew,Lee,India,7/11/2023 12:00:00 AM,Referral,Golf,Gold,2326,Male,4/1/1967 12:00:00 AM,214,False,True,False,
davidalexander@gmail.com,4c58c065-d8fc-44d2-a8ee-7637ca51ec45,Jeffrey,Rodriguez,USA,1/11/2021 12:00:00 AM,Mobile App,Soccer,Silver,8344,Non-Binary,11/5/1983 12:00:00 AM,215,True,False,False,
yrodriguez@hotmail.com,c74f6c22-fd9a-4a2f-9bf0-355373317e0f,Daniel,Schwartz,Japan,7/28/2023 12:00:00 AM,Website,Cycling,Silver,9748,Non-Binary,9/5/1987 12:00:00 AM,216,True,False,True,
rallen@williams.info,87ca78f0-e560-4fa3-a5d7-c3fba6c3a53c,Hannah,Franklin,South Africa,10/3/2021 12:00:00 AM,In-Store,Tennis,Silver,7373,Male,2/26/1947 12:00:00 AM,217,False,True,True,
walterblevins@gmail.com,6e832bd0-a464-4517-9afe-4747e6693ae1,Bonnie,Parker,India,5/9/2021 12:00:00 AM,Referral,Cycling,Silver,8474,Non-Binary,1/4/1960 12:00:00 AM,218,False,True,False,
ashley32@hotmail.com,a139ebc5-d536-444d-a50f-3faaf8a8c64b,Erika,Martinez,Canada,12/6/2024 12:00:00 AM,Referral,Baseball,Bronze,2418,Non-Binary,8/25/1994 12:00:00 AM,219,True,False,False,
johnsonjoseph@yahoo.com,2a6dde45-297e-40ba-a0eb-8594d5702325,Randall,Hubbard,France,9/19/2022 12:00:00 AM,Social Media,Golf,Gold,5136,Male,1/4/1995 12:00:00 AM,220,True,False,True,
agonzales@carrillo.org,460279ac-3914-49ce-8074-14503d812abf,Shannon,Davis,USA,10/20/2023 12:00:00 AM,Social Media,Gymnastics,Silver,4853,Female,3/5/1969 12:00:00 AM,221,True,True,False,
valerie79@hotmail.com,6cde1274-1f8a-4039-85a2-331c98a0f54e,Susan,Christian,UK,7/29/2024 12:00:00 AM,Referral,Basketball,Silver,3654,Non-Binary,12/25/1993 12:00:00 AM,222,True,True,False,
jacksonmichelle@lyons-morris.com,77956c7c-1b1b-4202-982d-7240cc71fa79,John,Mccormick,USA,6/19/2020 12:00:00 AM,Social Media,Tennis,Silver,6242,Male,11/20/1989 12:00:00 AM,223,True,False,False,
vanessa50@hotmail.com,4772da41-6206-42d0-8b4a-0a57e14c2a1f,Michael,Mejia,France,5/15/2022 12:00:00 AM,In-Store,Basketball,Platinum,6882,Male,6/26/1962 12:00:00 AM,224,False,True,False,
smiththomas@yahoo.com,1769be09-4e6f-4d26-a6da-8f6d00a0da94,Russell,Caldwell,India,10/12/2024 12:00:00 AM,In-Store,Basketball,Silver,9752,Female,6/23/1997 12:00:00 AM,225,False,True,False,
vwalker@gmail.com,42d2497b-7f6d-418c-bea7-5b7bcf591769,Andrea,Christensen,France,10/24/2023 12:00:00 AM,Website,Basketball,Platinum,8234,Male,2/26/1954 12:00:00 AM,226,False,True,True,
njohnson@fuentes-benitez.com,d981deed-d069-4556-90f6-b4d99855feb6,Sabrina,Cole,South Africa,7/2/2022 12:00:00 AM,Website,Soccer,Silver,4950,Non-Binary,11/1/1946 12:00:00 AM,227,True,True,True,
ericpatterson@hayden.info,f2c15e6c-d7fe-4e8a-9165-5283a2d4fae5,Steven,Morris,France,7/26/2023 12:00:00 AM,Social Media,Cycling,Silver,6553,Female,9/27/1961 12:00:00 AM,228,True,True,False,
cjohnson@gmail.com,7d3df7f5-9869-4b34-b1a1-6011021457c8,Janice,Fuller,India,4/19/2021 12:00:00 AM,Mobile App,Tennis,Bronze,7644,Male,5/18/1999 12:00:00 AM,229,True,True,False,
robert89@williams.com,56987eb1-cb40-4b17-a6ab-73b588bf750a,Andrew,Woods,Brazil,12/19/2023 12:00:00 AM,In-Store,Cricket,Platinum,4721,Non-Binary,8/8/2005 12:00:00 AM,230,False,False,True,
fhernandez@soto.info,f81378e3-74eb-421c-9c9b-5c794d49155e,Brandon,Quinn,Japan,4/18/2020 12:00:00 AM,Social Media,Golf,Bronze,6084,Male,10/15/1985 12:00:00 AM,231,True,True,False,
faulknerlindsay@yahoo.com,37202d13-0b21-4202-b59c-c97cc956d6a0,Nicholas,Stephens,UK,12/20/2023 12:00:00 AM,Website,Cricket,Silver,306,Male,12/6/1979 12:00:00 AM,232,True,True,True,
joshua23@yahoo.com,c38a9c97-f215-4e6f-9789-42fb5ebc3160,Tyler,Baker,USA,11/9/2020 12:00:00 AM,Social Media,Basketball,Silver,9079,Female,11/23/2004 12:00:00 AM,233,False,True,False,
russell23@pierce-joseph.com,1b70c2b7-69c8-4e22-b8a8-2260f456fac5,Thomas,Alvarado,India,10/11/2022 12:00:00 AM,Website,Basketball,Bronze,7690,Male,1/25/1991 12:00:00 AM,234,False,False,False,
timothyfernandez@wilson.biz,20e07388-73a4-4de1-b353-d2d1afc30734,Christopher,Gallegos,Germany,4/23/2024 12:00:00 AM,Website,Basketball,Gold,9065,Non-Binary,10/18/1952 12:00:00 AM,235,True,False,True,
cynthiawheeler@flores.com,e2b3b3b9-1258-4481-87ba-7d4c7f746ce1,Jonathan,Coleman,Brazil,6/6/2024 12:00:00 AM,Social Media,Tennis,Gold,6893,Non-Binary,4/8/1965 12:00:00 AM,236,False,False,False,
sanderswilliam@dominguez-miller.net,c0f3f75b-a203-4f65-a13b-fa22ab037fb7,Melissa,Carey,France,8/4/2021 12:00:00 AM,Website,Cricket,Platinum,7692,Non-Binary,10/8/1980 12:00:00 AM,237,True,True,False,
weavermichelle@aguirre.com,7d78b017-5622-4be6-8f95-cb6a32373df6,Kevin,Ramos,South Africa,1/30/2022 12:00:00 AM,Referral,Golf,Gold,7155,Non-Binary,3/12/1998 12:00:00 AM,238,True,False,True,
jeffrey48@gmail.com,8ce48db0-499e-4ae1-84a8-b548fe117f06,Jennifer,Thomas,Japan,1/28/2024 12:00:00 AM,Social Media,Soccer,Platinum,2693,Non-Binary,8/6/1971 12:00:00 AM,239,True,True,False,
kingfaith@martinez-campbell.com,de98a56b-3e97-424c-8ce9-79eea50a1446,Julian,Kelly,Japan,1/4/2024 12:00:00 AM,Mobile App,Golf,Bronze,4339,Male,11/15/1963 12:00:00 AM,240,False,False,False,
